file_size,download_speed_limit,concurrent_downloads,access_network,time_of_day,time_taken_1,time_taken_2,throughput_1,throughput_2,avg_throughput
500kB,10m,2,Mobile Data,11 am to 1 pm,.190158602,.149082246,5258.76815186093974334119,6707.70683183831292694637,5983.23749184962633514378
500kB,10m,5,Mobile Data,11 am to 1 pm,.219083527,.222753286,11411.17287197955325961134,11223.17899274446618040014,11317.17593236200972000574
1MB,0,1,Mobile Data,11 am to 1 pm,.169759438,.162329756,6032.06520982945289910773,6308.14722594667116976384,6170.10621788806203443578
1MB,0,2,Mobile Data,11 am to 1 pm,.256909440,.293106102,7971.68060465197386285221,6987.23085608091502646369,7479.45573036644444465795
1MB,0,5,Mobile Data,11 am to 1 pm,.479474497,.434224323,10678.35731000308030981677,11791.14049767313472211919,11234.74890383810751596798
1MB,5m,1,Mobile Data,11 am to 1 pm,.156663073,.265132026,6536.32014482442840885675,3862.22673831187787174379,5199.27344156815314030027
1MB,5m,2,Mobile Data,11 am to 1 pm,.264548638,.249723945,7741.48759745268467418834,8201.05576980213090899232,7971.27168362740779159033
1MB,5m,5,Mobile Data,11 am to 1 pm,.368732382,.388205679,13885.40917461379890416025,13188.88485400029400394217,13537.14701430704645405121
1MB,10m,1,Mobile Data,11 am to 1 pm,.193659578,.217126487,5287.62899607268585496969,4716.14501827222949542770,5001.88700717245767519869
1MB,10m,2,Mobile Data,11 am to 1 pm,.348265820,.242837816,5880.56559785281254416525,8433.61233326196608521631,7157.08896555738931469078
1MB,10m,5,Mobile Data,11 am to 1 pm,.426812315,.445442937,11995.90503849449611124739,11494.17708692954312125505,11745.04106271201961625122
10MB,0,1,Mobile Data,11 am to 1 pm,.857618264,.937461889,11940.04422461786564750677,10923.11071005042211374632,11431.57746733414388062654
10MB,0,2,Mobile Data,11 am to 1 pm,1.212837305,1.133361754,16886.02413165383299287615,18070.13508945353029797051,17478.07961055368164542333
10MB,0,5,Mobile Data,11 am to 1 pm,1.761457888,2.168047586,29066.83171298160492838305,23615.71781478416313690635,26341.27476388288403264470
10MB,5m,1,Mobile Data,11 am to 1 pm,2.060381731,2.080537034,4969.95282278592480880427,4921.80616478274137753223,4945.87949378433309316825
10MB,5m,2,Mobile Data,11 am to 1 pm,1.926306295,2.069082764,10631.74639108989673939678,9898.10574827252294485789,10264.92606968120984212733
10MB,5m,5,Mobile Data,11 am to 1 pm,2.054260637,2.114938120,24923.80912033218304810462,24208.74611688402495672071,24566.27761860810400241266
10MB,10m,1,Mobile Data,11 am to 1 pm,.883010067,.954506452,11596.69677922256349541709,10728.05739400072698513304,11162.37708661164524027506
10MB,10m,2,Mobile Data,11 am to 1 pm,1.091383930,.995720773,18765.16543541189945869919,20568.01520600595122865835,19666.59032070892534367877
10MB,10m,5,Mobile Data,11 am to 1 pm,2.108786584,1.934289819,24279.36538883064138461912,26469.66317925907461957230,25374.51428404485800209571
100MB,0,1,Mobile Data,11 am to 1 pm,11.196206529,6.633186328,9145.95490309751859347824,15437.52805009399699769748,12291.74147659575779558786
100MB,0,2,Mobile Data,11 am to 1 pm,10.253275577,10.117859036,19974.10471044047702571566,20241.43638207532742305345,20107.77054625790222438455
100MB,0,5,Mobile Data,11 am to 1 pm,23.248811875,20.398372293,22022.63078013744734643563,25100.04193695887654519925,23561.33635854816194581744
100MB,5m,1,Mobile Data,11 am to 1 pm,20.077654807,20.189253578,5100.19725831219187969177,5072.00524300631477263423,5086.10125065925332616300
100MB,5m,2,Mobile Data,11 am to 1 pm,20.188581639,20.023872323,10144.34811033829259688093,10227.79194235876071411764,10186.07002634852665549928
100MB,5m,5,Mobile Data,11 am to 1 pm,22.646554368,20.448924397,22608.29579988845745101209,25037.99173295950838367217,23823.14376642398291734213
100MB,10m,1,Mobile Data,11 am to 1 pm,10.014765839,10.080359219,10224.90207421813289987198,10158.36814693974448927820,10191.63511057893869457509
100MB,10m,2,Mobile Data,11 am to 1 pm,10.033450787,10.070074999,20411.72118622960461628863,20337.48507536810650122944,20374.60313079885555875903
100MB,10m,5,Mobile Data,11 am to 1 pm,21.763507110,22.128226133,23525.62008559474309837004,23137.86911443616889035702,23331.74460001545599436353
500MB,0,1,Mobile Data,11 am to 1 pm,39.829650903,33.452403715,12854.74485445303678111426,15305.32766380611642095268,14080.03625912957660103347
500MB,0,2,Mobile Data,11 am to 1 pm,52.956651485,56.084832512,19336.57003011318701771953,18258.05577258171058510372,18797.31290134744880141162
500MB,0,5,Mobile Data,11 am to 1 pm,120.687497864,91.086879516,21211.80772912208231510941,28105.03569342629010476947,24658.42171127418620993944
500MB,5m,1,Mobile Data,11 am to 1 pm,100.139402070,99.954041539,5112.87254982907648591674,5122.35415513667036614692,5117.61335248287342603183
500MB,5m,2,Mobile Data,11 am to 1 pm,99.943091921,100.056945750,10245.83070543205353031435,10234.17207395619509003451,10240.00138969412431017443
500MB,5m,5,Mobile Data,11 am to 1 pm,103.602966322,114.325707132,24709.71721063923071636933,22392.16414418704913818997,23550.94067741313992727965
500MB,10m,1,Mobile Data,11 am to 1 pm,50.057953923,50.108033354,10228.14477770240365563253,10217.92247129029082349405,10223.03362449634723956329
500MB,10m,2,Mobile Data,11 am to 1 pm,50.580175593,51.190824909,20245.08590558779320131728,20003.58466229692926943491,20124.33528394236123537609
500MB,10m,5,Mobile Data,11 am to 1 pm,106.801973774,96.416812101,23969.59447038992322658870,26551.38605203322848659053,25260.49026121157585658961
1B,0,1,IIT Mandi-Wifi,11 am to 1 pm,.313539316,.378212411,.00311464129111004375,.00258204773719072904,.00284834451415038639
1B,0,2,IIT Mandi-Wifi,11 am to 1 pm,.346475345,.652454692,.00563712549301307427,.00299350288065673072,.00431531418683490249
1B,0,5,IIT Mandi-Wifi,11 am to 1 pm,.401768090,.389235572,.01215331088140922291,.01254462040792099032,.01234896564466510661
1B,5m,1,IIT Mandi-Wifi,11 am to 1 pm,.359099942,.342425754,.00271947273107607463,.00285189559661449997,.00278568416384528730
1B,5m,2,IIT Mandi-Wifi,11 am to 1 pm,.340411990,.379738214,.00573753292297371781,.00514334593673524782,.00544043942985448281
1B,5m,5,IIT Mandi-Wifi,11 am to 1 pm,.452827398,.387356916,.01078294405675515243,.01260546100589049505,.01169420253132282374
1B,10m,1,IIT Mandi-Wifi,11 am to 1 pm,.654173053,.388542412,.00149281982117964128,.00251340000432179331,.00200310991275071729
1B,10m,2,IIT Mandi-Wifi,11 am to 1 pm,.356741228,.342354181,.00547490687002961149,.00570498363506184257,.00558994525254572703
1B,10m,5,IIT Mandi-Wifi,11 am to 1 pm,.436442596,.368894822,.01118775423102835727,.01323632702006318754,.01221204062554577240
1kB,0,1,IIT Mandi-Wifi,11 am to 1 pm,.324694323,.343369179,3.07981978483806136641,2.91231729915980606983,2.99606854199893371812
1kB,0,2,IIT Mandi-Wifi,11 am to 1 pm,.376570643,.346792885,5.31108846952788085501,5.76713100673908001313,5.53910973813348043407
1kB,0,5,IIT Mandi-Wifi,11 am to 1 pm,.497904543,.413139145,10.04208551678147672575,12.10246005616340228423,11.07227278647243950499
1kB,5m,1,IIT Mandi-Wifi,11 am to 1 pm,.357889758,.379310693,2.79415651788504101310,2.63636121642370888816,2.71525886715437495063
1kB,5m,2,IIT Mandi-Wifi,11 am to 1 pm,.401544181,.368625313,4.98077196641034128197,5.42556338229545294411,5.20316767435289711304
1kB,5m,5,IIT Mandi-Wifi,11 am to 1 pm,.400281043,.441527175,12.49122357263369077410,11.32433128266680301161,11.90777742765024689285
1kB,10m,1,IIT Mandi-Wifi,11 am to 1 pm,.304978431,.352346500,3.27892040339075650894,2.83811532113984387527,3.05851786226530019210
1kB,10m,2,IIT Mandi-Wifi,11 am to 1 pm,.328181247,.345835768,6.09419343208236392617,5.78309181715408916292,5.93864262461822654454
1kB,10m,5,IIT Mandi-Wifi,11 am to 1 pm,.386529307,.381020425,12.93562974255921039384,13.12265608858107803538,13.02914291557014421461
10kB,0,1,IIT Mandi-Wifi,11 am to 1 pm,.341519649,.389159492,29.28089212225677826226,25.69640521578232505247,27.48864866901955165736
10kB,0,2,IIT Mandi-Wifi,11 am to 1 pm,.363123784,.370230480,55.07763710679992252999,54.02040372256762868362,54.54902041468377560680
10kB,0,5,IIT Mandi-Wifi,11 am to 1 pm,.380467732,.404281470,131.41718940832543454696,123.67621004247362611004,127.54669972539953032850
10kB,5m,1,IIT Mandi-Wifi,11 am to 1 pm,.348081851,.382846185,28.72887503692342753026,26.12015057692164282634,27.42451280692253517830
10kB,5m,2,IIT Mandi-Wifi,11 am to 1 pm,.374062963,.391743757,53.46693465613167374712,51.05378105617136867352,52.26035785615152121032
10kB,5m,5,IIT Mandi-Wifi,11 am to 1 pm,.382941055,.390565332,130.56839779166535173409,128.01955499726739699467,129.29397639446637436438
10kB,10m,1,IIT Mandi-Wifi,11 am to 1 pm,.336196411,.329463732,29.74451740949727152203,30.35235453473221750550,30.04843597211474451376
10kB,10m,2,IIT Mandi-Wifi,11 am to 1 pm,.387087871,.400491101,51.66785502302654169187,49.93868765138928767358,50.80327133720791468272
10kB,10m,5,IIT Mandi-Wifi,11 am to 1 pm,.399455116,.394166047,125.17050851840886173554,126.85009371190208069849,126.01030111515547121701
100kB,0,1,IIT Mandi-Wifi,11 am to 1 pm,.474428034,.593599668,210.78012434653050034560,168.46370608145286226811,189.62191521399168130685
100kB,0,2,IIT Mandi-Wifi,11 am to 1 pm,.686733471,.567990779,291.23380240774662925960,352.11839240087381770681,321.67609740431022348320
100kB,0,5,IIT Mandi-Wifi,11 am to 1 pm,.559946852,.832370471,892.94188942060522558308,600.69406282434062945032,746.81797612247292751670
100kB,5m,1,IIT Mandi-Wifi,11 am to 1 pm,.523688823,.535444153,190.95309200440964920116,186.76084039711233899681,188.85696620076099409898
100kB,5m,2,IIT Mandi-Wifi,11 am to 1 pm,.510643594,.552493207,391.66260450532548930791,361.99540096788918528730,376.82900273660733729760
100kB,5m,5,IIT Mandi-Wifi,11 am to 1 pm,.573896931,.612136591,871.23658098112394331657,816.81116167747599979691,844.02387132929997155674
100kB,10m,1,IIT Mandi-Wifi,11 am to 1 pm,.516421592,.533602679,193.64023803249496973008,187.40535596149059064225,190.52279699699278018616
100kB,10m,2,IIT Mandi-Wifi,11 am to 1 pm,.507271237,.534593249,394.26639125608456290219,374.11620961191748981476,384.19130043400102635847
100kB,10m,5,IIT Mandi-Wifi,11 am to 1 pm,.543681053,.579236365,919.65684152690161891663,863.20547226001599537004,891.43115689345880714333
500kB,0,1,IIT Mandi-Wifi,11 am to 1 pm,.583764634,.634455940,856.50957745412168973566,788.07678906749616056869,822.29318326080892515217
500kB,0,2,IIT Mandi-Wifi,11 am to 1 pm,.618677943,.605280517,1616.34984940783641287822,1652.12652962361912600600,1634.23818951572776944211
500kB,0,5,IIT Mandi-Wifi,11 am to 1 pm,.746449754,.768766770,3349.18725152396526879959,3251.96157997307818078557,3300.57441574852172479258
500kB,5m,1,IIT Mandi-Wifi,11 am to 1 pm,.804486834,.544929788,621.51421113250934818903,917.54939996049546111434,769.53180554650240465168
500kB,5m,2,IIT Mandi-Wifi,11 am to 1 pm,133.819408711,.749957164,7.47275757404986700322,1333.40949057191751821174,670.44112407298369260748
500kB,5m,5,IIT Mandi-Wifi,11 am to 1 pm,.798074722,.827119769,3132.53875994834478669279,3022.53687277059871603673,3077.53781635947175136476
500kB,10m,1,IIT Mandi-Wifi,11 am to 1 pm,.730932280,.917632175,684.05789931729379909175,544.88063259115778062163,614.46926595422578985669
500kB,10m,2,IIT Mandi-Wifi,11 am to 1 pm,.620306419,.674906495,1612.10648377959151830089,1481.68673350817286178287,1546.89660864388219004188
500kB,10m,5,IIT Mandi-Wifi,11 am to 1 pm,.831705065,.836227782,3005.87324185647468673285,2989.61605176614426331030,2997.74464681130947502157
1MB,0,1,IIT Mandi-Wifi,11 am to 1 pm,.684161106,.751992335,1496.72349249271705895540,1361.71600738456995043706,1429.21974993864350469623
1MB,0,2,IIT Mandi-Wifi,11 am to 1 pm,.748768657,.718210562,2735.15722226604899141765,2851.53144266903721752841,2793.34433246754310447303
1MB,0,5,IIT Mandi-Wifi,11 am to 1 pm,.967892641,.896458065,5289.84288454777083071137,5711.36587409696626467407,5500.60437932236854769272
1MB,5m,1,IIT Mandi-Wifi,11 am to 1 pm,.980091756,.753408610,1044.80013603950771319415,1359.15622201344367434293,1201.97817902647569376854
1MB,5m,2,IIT Mandi-Wifi,11 am to 1 pm,.857485527,.823215476,2388.37850379251940423712,2487.80551351053560611146,2438.09200865152750517429
1MB,5m,5,IIT Mandi-Wifi,11 am to 1 pm,1.074811663,1.748087115,4763.62527152815236989105,2928.91581664681511024123,3846.27054408748374006614
1MB,10m,1,IIT Mandi-Wifi,11 am to 1 pm,.781999987,.868008643,1309.46293736958847289597,1179.71175547384497644915,1244.58734642171672467256
1MB,10m,2,IIT Mandi-Wifi,11 am to 1 pm,.985493822,.784757861,2078.14595513517080171000,2609.72218537610800690023,2343.93407025563940430511
1MB,10m,5,IIT Mandi-Wifi,11 am to 1 pm,.966502581,.985751204,5297.45093355317175298883,5194.00836562407079748289,5245.72964958862127523586
10MB,0,1,IIT Mandi-Wifi,11 am to 1 pm,1.726488808,2.113603679,5931.11287634828386330321,4844.80610141859996260916,5387.95948888344191295618
10MB,0,2,IIT Mandi-Wifi,11 am to 1 pm,2.311363264,2.210207728,8860.57173226752469489798,9266.09736295338842467390,9063.33454761045655978594
10MB,0,5,IIT Mandi-Wifi,11 am to 1 pm,4.624287595,4.700287434,11071.97572559281966544730,10892.95085012028649480247,10982.46328785655308012488
10MB,5m,1,IIT Mandi-Wifi,11 am to 1 pm,2.464141819,2.521264641,4155.60497413075233394267,4061.45385671951760814782,4108.52941542513497104524
10MB,5m,2,IIT Mandi-Wifi,11 am to 1 pm,3.696790942,135.182031945,5539.93999696399385951535,151.49942418628881337015,2845.71971057514133644275
10MB,5m,5,IIT Mandi-Wifi,11 am to 1 pm,5.129152613,4.662633508,9982.15570155428323185282,10980.91881168713979052886,10481.53725662071151119084
10MB,10m,1,IIT Mandi-Wifi,11 am to 1 pm,3.589405191,1.348020794,2852.84036075825689638615,7596.32198967399608228892,5224.58117521612648933753
10MB,10m,2,IIT Mandi-Wifi,11 am to 1 pm,2.345479116,2.245970628,8731.69147416105153673003,9118.55201696787283186145,8925.12174556446218429574
10MB,10m,5,IIT Mandi-Wifi,11 am to 1 pm,4.739323938,4.535409607,10803.22861863847552005000,11288.94729176773117859650,11046.08795520310334932325
100MB,0,1,IIT Mandi-Wifi,11 am to 1 pm,9.607930308,9.189111043,10657.86248623567763705723,11143.62417875071487478160,10900.74333249319625591941
100MB,0,2,IIT Mandi-Wifi,11 am to 1 pm,17.691379577,17.011801778,11576.25944933395512776634,12038.70128941023921211128,11807.48036937209716993881
100MB,0,5,IIT Mandi-Wifi,11 am to 1 pm,144.526888535,42.575507071,3542.59338999060532151654,12025.69353187445916350246,7784.14346093253224250950
100MB,5m,1,IIT Mandi-Wifi,11 am to 1 pm,20.442202240,20.688573920,5009.24503132202648632048,4949.59200165112202185079,4979.41851648657425408563
100MB,5m,2,IIT Mandi-Wifi,11 am to 1 pm,20.625498296,20.493766061,9929.45707593972788059907,9993.28280563024623471132,9961.36994078498705765519
100MB,5m,5,IIT Mandi-Wifi,11 am to 1 pm,42.801102827,42.546065945,11962.30858979216928204035,12034.01509934833529530458,11998.16184457025228867246
100MB,10m,1,IIT Mandi-Wifi,11 am to 1 pm,10.716274407,10.694962848,9555.55971328161231174042,9574.60081492000709753190,9565.08026410080970463616
100MB,10m,2,IIT Mandi-Wifi,11 am to 1 pm,17.589010116,17.131035771,11643.63421530480857220742,11954.91053417169354645672,11799.27237473825105933207
100MB,10m,5,IIT Mandi-Wifi,11 am to 1 pm,42.492241659,41.444566189,12049.25840601202253460995,12353.85110957904928452042,12201.55475779553590956518
500MB,0,1,IIT Mandi-Wifi,11 am to 1 pm,52.621447964,50.557222215,9729.87289042816579383018,10127.13866720495810768507,9928.50577881656195075762
500MB,0,2,IIT Mandi-Wifi,11 am to 1 pm,215.695472521,264.038460349,4747.43390777617684087782,3878.22288709947866080677,4312.82839743782775084229
500MB,0,5,IIT Mandi-Wifi,11 am to 1 pm,642.436737680,323.184302846,3984.82815482315242305369,7921.17679434406573369061,5953.00247458360907837215
500MB,5m,1,IIT Mandi-Wifi,11 am to 1 pm,100.452584544,100.618598003,5096.93207321843460163425,5088.52250142398557864747,5092.72728732121009014086
500MB,5m,2,IIT Mandi-Wifi,11 am to 1 pm,126.640113098,178.136947180,8085.90560249722180013588,5748.38637469907044356254,6917.14598859814612184921
